Name of movie,Year of release,Watchtime,Genre,Classification,Movie Rating,Metascore,Votes,Gross collection,Des,id,keywords
Babe,1995,91,"Comedy, Drama, Family",G,6.9,83,"133,698","254,134,910","Gentle farmer Arthur Hoggett wins a piglet Babe at a county fair. Narrowly escaping his fate as Christmas dinner, Babe bonds with motherly border collie Fly and discovers that he too can herd sheep. But will the other animals accept him?",9598,"sheep, pig, affection, piglet, heroism, talking animal, separation, german shepherd, grandson, talking pig"
Apollo 13,1995,140,"Adventure, Drama, History",PG,7.7,78,"314,365","355,237,933",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,568,"moon, florida, nasa, spaceman, race against time, houston, based on true story, space, rescue, survival, disaster, explosion, astronaut, imax, saturn v rocket, courage, hypothermia, apollo program, cape kennedy, lunar mission, spacecraft accident"
Ace Ventura: When Nature Calls,1995,90,"Adventure, Comedy, Crime",PG-13,6.4,43,"232,736","212,385,533","Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.",9273,"africa, indigenous, human animal relationship, bat"
Jumanji,1995,104,"Adventure, Comedy, Family",PG,7.1,39,"375,204","262,821,940","When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.",8844,"board game, disappearance, based on children's book, new home, recluse, giant insect"
GoldenEye,1995,130,"Action, Adventure, Thriller",PG-13,7.2,65,"269,612","352,194,034","Years after a friend and fellow 00 agent is killed on a joint mission, a secret space based weapons program known as ""GoldenEye"" is stolen. James Bond is assigned to stop a Russian crime syndicate from using the weapon.",710,"cuba, falsely accused, secret identity, computer virus, secret base, secret intelligence service, kgb, satellite, special car, cossack, electromagnetic pulse, time bomb, st. petersburg russia, ejection seat, red army"
Outbreak,1995,127,"Action, Drama, Thriller",R,6.6,64,"137,382","189,859,560",Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey.,6950,"river, general, research, army, serum, monkey, epidemic, medical research"
The Bridges of Madison County,1995,135,"Drama, Romance",PG-13,7.6,69,"88,545","182,016,617",Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,688,"farewell, adultery, love at first sight, photographer, wife husband relationship, iowa, love of one's life, mother role, bridge, housewife, love letter, peasant, marriage crisis, photography, unsociability, secret love, nature documentary"
While You Were Sleeping,1995,103,"Comedy, Drama, Romance",PG,6.8,67,"113,565","182,057,016",A hopelessly romantic Chicago Transit Authority ticket booth operator is mistaken for the fiancée of a comatose patient.,2064,"brother brother relationship, chicago, coma, subway, love of one's life, brother, man of one's dreams, hospital"
Toy Story,1995,81,"Animation, Adventure, Comedy",G,8.3,96,"1,064,421","394,436,586",A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,862,"jealousy, toy, boy, friendship, friends, rivalry, boy next door, new toy, toy comes to life"
Die Hard with a Vengeance,1995,128,"Action, Adventure, Thriller",R,7.6,58,"407,130","366,101,666","John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",,"washington d.c., hostage, fbi, kidnapping, hacker, transport of prisoners, ex-cop, suspense, violence, car chase, cyber terrorism, action hero"
Braveheart,1995,178,"Biography, Drama, War",R,8.3,68,"1,088,264","213,216,216",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,197,"individual, scotland, in love with enemy, legend, independence, idealism, revolt, tyranny"
Se7en,1995,127,"Crime, Drama, Mystery",R,8.6,65,"1,789,745","327,333,559","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",807,"self-fulfilling prophecy, detective, s.w.a.t., drug dealer, evisceration, lust and impulsiveness, rage and hate, pride and vanity, immoderateness, insomnia, investigation, pension, police, serial killer"
Casper,1995,100,"Comedy, Family, Fantasy",PG,6.2,49,"146,459","287,928,194",An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,8839,"halloween, friendship, supernatural, afterlife, friends, danger, ghost, disorder, young heroes, imaginary, supernatural ability, mischievous children"
Pocahontas,1995,81,"Animation, Adventure, Drama",G,6.7,59,"202,206","346,079,773",An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,10530,"culture clash, settler, forbidden love, colony, musical, gold rush, princess, romance, native american, animation, virginia, star crossed lovers, reference to pizarro, jamestown virginia, pug dog, cross cultural relationship, musket, animate tree, indian chief, based on myths or folklore, 17th century, shamanism, songs, indians vs. settlers, animal sidekick, powhatan, land claim"
Batman Forever,1995,121,"Action, Adventure",PG-13,5.4,54,"265,843","336,567,158","Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",414,"riddle, dc comics, rose, gotham city, partner, superhero, robin, broken neck, psychologist, violence, criminal, district attorney, millionaire, falling down stairs, tied up, tommy gun, beretta, knocked out, super powers, disfigurement, father figure"
Waterworld,1995,135,"Action, Adventure, Sci-Fi",PG-13,6.3,56,"209,121","264,218,220","In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",9804,"ocean, tattoo, mutant, water, dystopia, doomsday"
Heat,1995,170,"Action, Crime, Drama",R,8.3,76,"716,118","187,436,818",A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.,949,"robbery, detective, bank, obsession, chase, shooting, thief, honor, murder, suspense, heist, betrayal, money, gang, cat and mouse, criminal mastermind, cult film, ex-con, heist movie, one last job, loner, bank job, neo-noir, gun fight, crime epic"
Maverick,1994,127,"Action, Adventure, Comedy",PG,7,62,"118,662","183,031,272","Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.",9359,"poker, mississippi, saloon, ship, native american, on the run, based on tv series, steamboat, attempted robbery, cowboy and outlaw"
Stargate,1994,116,"Action, Adventure, Sci-Fi",PG-13,7,42,"204,362","196,567,262","An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",2164,"space travel, teleportation, uprising, shot to death, androgyny, space western, outer space, timebomb, death of son, nuclear weapons, invented language, hieroglyph, egyptian mythology, egyptology"
Interview with the Vampire: The Vampire Chronicles,1994,123,"Drama, Fantasy, Horror",R,7.5,62,"346,030","223,664,608","A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",,"witch, imprisonment, vampire, curse, fish out of water, chains, gothic, madness, old house, lost love, angry mob, 18th century, ghost, hidden room, old mansion"
The Santa Clause,1994,97,"Comedy, Drama, Family",PG,6.6,57,"133,180","190,539,357","When a man inadvertently makes Santa fall off his roof on Christmas Eve, he finds himself magically recruited to take his place.",11395,"holiday, christmas party, santa claus, deal, christmas tree, christmas"
The Flintstones,1994,91,"Comedy, Family, Fantasy",PG,5,38,"86,112","341,631,208","In a parallel modern-day Stone Age world, a working-class family, the Flintstones, are set up for an executive job. But they learn that money can't buy happiness.",888,"manager, jealousy, bad mother-in-law, adoption, family's daily life, stone age, plan, friendship, best friend, dinosaur"
Pulp Fiction,1994,154,"Crime, Drama",R,8.9,95,"2,208,881","213,928,762","The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.",680,"transporter, brothel, drug dealer, boxer, massage, stolen money, crime boss, dance contest, junkyard, kamikaze, ambiguous ending, briefcase, redemption, heirloom, pulp fiction, reference to al green, theft, brutality"
Disclosure,1994,128,"Drama, Thriller",R,6.2,58,"54,214","214,015,089","A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",8984,"employee, workplace, sexual harassment, intrigue"
Clear and Present Danger,1994,141,"Action, Crime, Drama",PG-13,6.9,72,"107,568","215,887,717",CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,9331,"assassination, spy, ambush, cia, helicopter, based on novel, usa president, sniper, fbi, colombia, drug traffic, bomber, mission of murder, mercenary, insurgence, coast guard, spying, war, car bomb, drug cartel, conspiracy, shootout, infantry, violence, jack ryan, political cover-up"
The Lion King,1994,88,"Animation, Adventure, Drama",G,8.5,88,"1,137,118","968,511,805","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",8587,"loss of parents, wild boar, uncle, shaman, redemption, king, scar, hyena, meerkat"
True Lies,1994,141,"Action, Comedy, Thriller",R,7.3,63,"279,641","378,882,411","A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.",36955,"spy, terrorist, florida, gun, kidnapping, horseback riding, florida keys, secret agent, terrorist plot, top secret, woman with glasses, truth serum, mushroom cloud, jackhammer, special agent, key west"
Dumb and Dumber,1994,107,Comedy,PG-13,7.3,41,"410,320","247,290,327","After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.",8467,"gas station, motel, utah, stupidity, pill, prank, cigar smoking, violence, criminal, fired from the job, clumsiness, stepmother stepdaughter relationship, sitting on a toilet, aspen colorado, parakeet, defecation, scooter, hotel suite, endangered species, foolish, laxative"
